Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Recalculated_Revenue
2083,Men,Running,Free RN,NAN,1.9622641509433962,9291.74,0.0,0.0,2024-02-14,retail,Delhi,-981.21,0.0
2084,Men,Training,Metcon 7,M,2.0,6110.030000000001,0.0,0.0,2023-12-24,online,Mumbai,408.39,0.0
2085,Men,Basketball,Kyrie Flytrap,NAN,1.9622641509433962,7561.85,0.0,0.0,2023-12-24,retail,Kolkata,98.72,0.0
2086,Men,Soccer,Mercurial Superfly,L,0.0,6110.030000000001,0.45,0.0,2024-10-11,online,Kolkata,1742.66,0.0
2087,Kids,Basketball,Zoom Freak,NAN,1.9622641509433962,4656.28,0.0,0.0,2024-10-11,online,Kolkata,3777.5,0.0
2088,Women,Running,Free RN,XL,4.0,6110.030000000001,0.0,0.0,2024-10-11,online,Bangalore,2702.93,0.0
2089,Women,Training,Flex Trainer,L,2.0,6874.77,0.6,5499.82,2024-10-11,online,Mumbai,-1076.66,5499.816000000001
2090,Kids,Lifestyle,Dunk Low,8,1.9622641509433962,6110.030000000001,0.0,0.0,2024-10-11,retail,Bangalore,163.15,0.0
2091,Kids,Running,Air Zoom,11,1.9622641509433962,9246.88,0.0,0.0,2024-10-11,retail,Mumbai,1917.55,0.0
2092,Kids,Basketball,Zoom Freak,XL,2.0,6110.030000000001,0.0,0.0,2024-10-11,online,Delhi,207.2,0.0
2093,Men,Running,Free RN,XL,0.0,6110.030000000001,0.29,0.0,2024-10-11,online,Kolkata,-146.73,0.0
2094,Kids,Training,Flex Trainer,10,1.0,4276.36,0.0,0.0,2024-10-11,retail,Delhi,2974.58,0.0
2095,Men,Lifestyle,Waffle One,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-10-11,online,Delhi,880.57,0.0
2096,Men,Running,Pegasus Turbo,XL,2.0,6110.030000000001,0.0,0.0,2024-10-11,online,Kolkata,288.66,0.0
2097,Women,Training,ZoomX Invincible,XL,1.9622641509433962,7978.89,0.0,0.0,2024-10-11,online,Bangalore,769.05,0.0
2098,Men,Training,ZoomX Invincible,L,1.9622641509433962,5690.69,0.69,0.0,2024-01-24,online,Hyderabad,98.3,0.0
2099,Kids,Soccer,Mercurial Superfly,M,2.0,6110.030000000001,0.32,0.0,2024-01-24,retail,Mumbai,360.97,0.0
2100,Kids,Soccer,Phantom GT,8,1.0,5937.52,0.0,0.0,2025-07-11,retail,Mumbai,2287.57,0.0
2101,Kids,Running,Free RN,XL,1.9622641509433962,2010.07,0.0,0.0,2025-07-11,online,Hyderabad,3398.01,0.0
2102,Women,Soccer,Mercurial Superfly,XL,1.9622641509433962,6110.030000000001,0.77,0.0,2025-07-11,online,Pune,284.17,0.0
2103,Women,Basketball,LeBron 20,XL,1.9622641509433962,6777.88,0.0,0.0,2025-07-11,online,Kolkata,469.61,0.0
2104,Men,Basketball,Kyrie Flytrap,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2025-07-11,retail,Delhi,2905.91,0.0
2105,Kids,Training,Metcon 7,NAN,2.0,5744.7,0.0,0.0,2025-07-11,retail,Mumbai,1716.04,0.0
2106,Women,Running,Free RN,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2025-07-11,retail,Bangalore,76.95,0.0
2107,Women,Running,React Infinity,M,4.0,6110.030000000001,0.0,0.0,2025-07-11,online,Hyderabad,-184.69,0.0
2108,Kids,Lifestyle,Air Force 1,XL,1.9622641509433962,6110.030000000001,0.27,0.0,2025-07-11,retail,Mumbai,-338.77,0.0
2109,Kids,Basketball,Zoom Freak,M,0.0,6110.030000000001,0.0,0.0,2025-07-11,retail,Kolkata,3791.88,0.0
2110,Kids,Running,Air Zoom,12,1.0,6110.030000000001,0.42,0.0,2024-12-25,retail,Pune,-259.29,0.0
2111,Men,Lifestyle,Waffle One,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-12-25,retail,Bangalore,1326.67,0.0
2112,Women,Training,Metcon 7,NAN,1.9622641509433962,2201.54,0.0,0.0,2024-12-25,retail,Bangalore,697.42,0.0
2113,Women,Basketball,Air Jordan,XL,1.9622641509433962,3939.34,0.0,0.0,2023-12-19,retail,Pune,2918.93,0.0
2114,Women,Training,Flex Trainer,XL,1.0,3167.33,0.53,1488.65,2023-12-19,retail,Pune,1567.37,1488.6451
2115,Kids,Soccer,Phantom GT,6,2.0,7607.45,0.0,0.0,2023-12-19,online,Kolkata,1969.03,0.0
2116,Women,Basketball,LeBron 20,NAN,1.9622641509433962,4038.32,0.0,0.0,2023-12-19,online,Hyderabad,2088.55,0.0
2117,Women,Training,SuperRep Go,L,0.0,7645.96,0.0,0.0,2024-10-30,online,Pune,2037.43,0.0
2118,Kids,Basketball,Zoom Freak,XL,2.0,8426.54,0.0,0.0,2023-09-21,online,Hyderabad,2696.85,0.0
2119,Women,Training,Metcon 7,11,1.9622641509433962,6110.030000000001,0.41,0.0,2023-09-21,retail,Kolkata,2887.81,0.0
2120,Men,Soccer,Phantom GT,12,1.9622641509433962,6110.030000000001,0.0,0.0,2023-09-21,retail,Pune,-328.0,0.0
2000,Kids,Running,React Infinity,M,1.9622641509433962,6110.030000000001,0.0,0.0,2023-11-20,retail,Kolkata,929.75,0.0
2122,Kids,Soccer,Mercurial Superfly,NAN,0.0,6110.030000000001,0.0,0.0,2023-11-20,retail,Bangalore,1078.48,0.0
2123,Men,Running,Air Zoom,L,1.9622641509433962,6110.030000000001,0.0,0.0,2023-11-20,retail,Hyderabad,2195.52,0.0
2124,Kids,Basketball,Kyrie Flytrap,L,1.9622641509433962,6436.11,0.0,0.0,2023-11-20,online,Kolkata,432.04,0.0
2125,Women,Soccer,Tiempo Legend,M,1.9622641509433962,6110.030000000001,0.0,0.0,2023-11-20,retail,Hyderabad,1051.22,0.0
2126,Kids,Running,Pegasus Turbo,L,1.9622641509433962,5399.58,0.0,0.0,2023-11-20,retail,Pune,2508.34,0.0
2127,Men,Training,Metcon 7,L,1.9622641509433962,4020.5,0.0,0.0,2023-08-19,online,Mumbai,3718.37,0.0
2128,Women,Basketball,LeBron 20,L,1.9622641509433962,8750.71,0.0,0.0,2023-08-19,retail,Bangalore,1411.29,0.0
2129,Men,Basketball,Zoom Freak,9,1.9622641509433962,6110.030000000001,0.0,0.0,2023-08-19,retail,Delhi,841.4,0.0
2130,Men,Soccer,Premier III,10,3.0,6110.030000000001,0.24,0.0,2023-08-19,online,Bangalore,2962.75,0.0
2131,Kids,Running,Free RN,XL,1.9622641509433962,5561.82,0.0,0.0,2023-08-19,retail,Mumbai,2227.48,0.0
2132,Men,Running,Free RN,L,2.0,6110.030000000001,0.0,0.0,2023-08-19,online,Delhi,3882.22,0.0
2133,Men,Training,Metcon 7,XL,1.9622641509433962,6789.53,0.0,0.0,2023-08-19,retail,Pune,-166.81,0.0
2134,Men,Training,ZoomX Invincible,M,1.9622641509433962,4738.62,0.0,0.0,2023-08-19,online,Hyderabad,1009.28,0.0
2135,Men,Basketball,Zoom Freak,L,2.0,9106.61,0.74,4735.44,2024-11-03,retail,Hyderabad,2422.38,4735.4372
2136,Kids,Training,ZoomX Invincible,L,1.0,6110.030000000001,0.0,0.0,2024-09-15,online,Pune,3672.24,0.0
2137,Men,Soccer,Phantom GT,NAN,0.0,5222.02,0.95,0.0,2024-09-15,online,Delhi,1796.76,0.0
2138,Men,Running,Pegasus Turbo,11,2.0,8055.2,0.0,0.0,2024-09-15,online,Mumbai,1840.09,0.0
2139,Women,Basketball,Air Jordan,M,1.9622641509433962,6110.030000000001,0.0,0.0,2024-09-15,retail,Mumbai,-334.52,0.0
2140,Men,Basketball,Zoom Freak,M,1.9622641509433962,6765.74,0.0,0.0,2024-09-15,online,Bangalore,-875.45,0.0
2141,Kids,Soccer,Tiempo Legend,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2023-11-22,retail,Kolkata,-1032.47,0.0
2142,Kids,Soccer,Mercurial Superfly,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-10-03,retail,Kolkata,-995.59,0.0
2143,Kids,Training,ZoomX Invincible,L,1.9622641509433962,6110.030000000001,0.0,0.0,2024-10-03,online,Delhi,1006.66,0.0
2144,Women,Lifestyle,Waffle One,NAN,4.0,6110.030000000001,0.0,0.0,2024-10-03,online,Kolkata,2385.1,0.0
2145,Men,Lifestyle,Blazer Mid,6,0.0,6110.030000000001,0.67,0.0,2024-10-03,online,Bangalore,1335.45,0.0
2146,Kids,Basketball,Air Jordan,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-10-03,retail,Mumbai,-908.85,0.0
2147,Women,Soccer,Phantom GT,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-09-14,online,Hyderabad,-426.53,0.0
2148,Men,Basketball,Kyrie Flytrap,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-09-14,online,Hyderabad,520.55,0.0
2149,Women,Running,Pegasus Turbo,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2024-09-14,online,Kolkata,-595.69,0.0
2150,Women,Basketball,LeBron 20,M,2.0,3313.21,0.48,3445.74,2024-09-14,online,Bangalore,3221.62,3445.7384
2151,Kids,Soccer,Tiempo Legend,L,4.0,5619.75,0.0,0.0,2025-05-27,online,Bangalore,2000.85,0.0
2152,Women,Running,Free RN,8,1.9622641509433962,6110.030000000001,0.0,0.0,2025-05-27,online,Bangalore,3819.41,0.0
2153,Men,Running,React Infinity,NAN,0.0,6110.030000000001,0.09,0.0,2025-05-27,retail,Pune,1246.58,0.0
2154,Kids,Lifestyle,Blazer Mid,XL,1.9622641509433962,2963.16,0.0,0.0,2025-04-01,online,Bangalore,2381.85,0.0
2155,Men,Soccer,Phantom GT,NAN,3.0,6110.030000000001,0.0,0.0,2025-04-01,online,Hyderabad,1475.15,0.0
2156,Men,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,2025-04-01,online,Pune,-286.07,0.0
2157,Kids,Soccer,Premier III,NAN,1.0,6110.030000000001,0.0,0.0,2025-04-01,online,Delhi,-701.01,0.0
2158,Women,Running,React Infinity,M,1.9622641509433962,6110.030000000001,0.5,0.0,2025-04-01,online,Mumbai,514.79,0.0
2159,Women,Training,ZoomX Invincible,XL,2.0,3987.65,0.0,0.0,2025-04-01,retail,Delhi,2781.72,0.0
2160,Kids,Running,Air Zoom,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-03-01,retail,Mumbai,3744.91,0.0
2161,Kids,Lifestyle,Waffle One,M,0.0,5119.41,0.8,0.0,2025-03-01,online,Pune,1956.8,0.0
2162,Men,Lifestyle,Blazer Mid,8,1.9622641509433962,7662.11,0.0,0.0,2025-03-01,online,Mumbai,2398.55,0.0
2163,Men,Lifestyle,Dunk Low,7,1.9622641509433962,6110.030000000001,0.0,0.0,2025-03-01,retail,Hyderabad,3344.98,0.0
2164,Women,Soccer,Mercurial Superfly,8,0.0,6110.030000000001,0.95,0.0,2025-03-01,online,Pune,-872.9,0.0
2165,Kids,Training,SuperRep Go,L,4.0,4577.65,0.0,0.0,2025-03-01,retail,Kolkata,2460.19,0.0
2166,Women,Lifestyle,Air Force 1,M,1.9622641509433962,7312.38,0.0,0.0,2025-03-01,online,Mumbai,3364.05,0.0
2167,Men,Running,React Infinity,XL,3.0,3055.79,0.0,0.0,2025-03-01,retail,Mumbai,1259.58,0.0
2168,Women,Running,Pegasus Turbo,NAN,1.9622641509433962,6110.030000000001,0.85,0.0,2024-08-01,retail,Kolkata,3011.49,0.0
2169,Kids,Training,Flex Trainer,NAN,4.0,4046.05,0.01,16022.36,2024-08-01,retail,Delhi,1057.58,16022.358
2170,Kids,Lifestyle,Air Force 1,M,0.0,6110.030000000001,0.0,0.0,2024-08-01,online,Kolkata,3218.82,0.0
2022,Women,Lifestyle,Air Force 1,L,1.9622641509433962,9378.52,0.0,0.0,2023-10-29,retail,Mumbai,128.92,0.0
2172,Women,Training,ZoomX Invincible,M,1.9622641509433962,7988.99,0.0,0.0,2023-10-29,online,Bangalore,-909.86,0.0
2173,Men,Running,Free RN,L,1.9622641509433962,6620.78,0.0,0.0,2023-10-29,online,Bangalore,3770.03,0.0
2174,Women,Soccer,Phantom GT,L,1.9622641509433962,3883.92,0.0,0.0,2023-10-29,retail,Pune,428.5,0.0
2175,Women,Lifestyle,Blazer Mid,NAN,1.9622641509433962,6110.030000000001,0.0,0.0,2023-10-29,online,Pune,2457.78,0.0
2176,Men,Soccer,Mercurial Superfly,NAN,4.0,6110.030000000001,0.0,0.0,2023-10-29,online,Bangalore,3908.28,0.0
2177,Women,Lifestyle,Waffle One,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-06-27,retail,Mumbai,885.37,0.0
2178,Men,Running,Free RN,NAN,1.0,6110.030000000001,0.0,0.0,2025-06-27,retail,Bangalore,-983.37,0.0
2179,Women,Training,ZoomX Invincible,M,3.0,6110.030000000001,0.0,0.0,2024-01-26,retail,Pune,3135.92,0.0
2180,Women,Basketball,LeBron 20,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-15,online,Pune,2189.84,0.0
2181,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,0.0,2024-05-15,retail,Delhi,419.58,0.0
2182,Kids,Basketball,Zoom Freak,11,1.9622641509433962,7214.55,0.0,0.0,2024-05-15,online,Mumbai,-662.77,0.0
2183,Kids,Lifestyle,Waffle One,M,1.9622641509433962,5389.56,0.0,0.0,2024-05-15,online,Pune,2927.93,0.0
2184,Men,Soccer,Mercurial Superfly,XL,4.0,6110.030000000001,0.0,0.0,2024-05-15,retail,Hyderabad,1980.73,0.0
2185,Women,Training,ZoomX Invincible,XL,4.0,4207.44,0.59,6900.2,2024-05-15,online,Kolkata,-615.48,6900.201599999999
2186,Men,Running,React Infinity,NAN,0.0,6110.030000000001,0.0,0.0,2024-05-15,retail,Bangalore,540.83,0.0
2187,Men,Running,React Infinity,L,1.9622641509433962,7795.32,0.0,0.0,2024-05-15,online,Mumbai,2402.99,0.0
2188,Men,Running,React Infinity,L,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-15,online,Pune,1278.03,0.0
2189,Men,Training,SuperRep Go,L,3.0,6110.030000000001,0.9,0.0,2024-05-15,online,Hyderabad,3628.46,0.0
2190,Kids,Basketball,Kyrie Flytrap,L,1.9622641509433962,4280.01,0.66,0.0,2024-05-15,online,Delhi,1949.77,0.0
2191,Men,Lifestyle,Air Force 1,8,3.0,6110.030000000001,0.0,0.0,2024-05-15,retail,Pune,-1032.88,0.0
2192,Men,Basketball,Kyrie Flytrap,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2023-10-13,retail,Delhi,554.91,0.0
2193,Women,Lifestyle,Waffle One,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2025-01-17,retail,Delhi,1803.66,0.0
2194,Men,Soccer,Mercurial Superfly,M,1.9622641509433962,6196.01,0.0,0.0,2025-01-17,online,Hyderabad,926.03,0.0
2195,Women,Training,SuperRep Go,NAN,1.9622641509433962,6110.030000000001,0.51,0.0,2025-01-17,online,Delhi,1041.81,0.0
2196,Kids,Soccer,Premier III,L,2.0,2708.73,0.0,0.0,2025-06-30,online,Delhi,925.63,0.0
2197,Kids,Training,ZoomX Invincible,L,3.0,6110.030000000001,0.0,0.0,2024-10-06,online,Bangalore,-418.5,0.0
2198,Men,Training,SuperRep Go,7,4.0,6110.030000000001,0.65,0.0,2024-10-06,online,Pune,-169.33,0.0
2199,Men,Soccer,Premier III,M,1.0,6110.030000000001,0.0,0.0,2024-10-06,retail,Kolkata,389.94,0.0
2200,Men,Basketball,Air Jordan,9,3.0,5570.72,0.0,0.0,2024-10-06,online,Delhi,1513.76,0.0
2201,Women,Training,SuperRep Go,11,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-10,online,Mumbai,1403.56,0.0
2202,Men,Basketball,Kyrie Flytrap,M,1.9622641509433962,7918.93,0.0,475.14,2024-05-10,retail,Bangalore,1994.42,0.0
2203,Men,Lifestyle,Air Force 1,M,0.0,6903.22,0.0,0.0,2024-05-10,online,Pune,1556.95,0.0
2204,Men,Basketball,LeBron 20,7,1.9622641509433962,7660.41,0.0,0.0,2024-05-10,online,Delhi,2076.75,0.0
2205,Women,Running,React Infinity,XL,0.0,6110.030000000001,0.0,0.0,2024-05-10,retail,Pune,-467.52,0.0
2206,Men,Training,Flex Trainer,M,2.0,6110.030000000001,0.0,0.0,2024-05-10,online,Delhi,-524.85,0.0
2207,Women,Running,Pegasus Turbo,XL,1.9622641509433962,6110.030000000001,0.0,0.0,2024-05-10,online,Hyderabad,2101.41,0.0
